author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/304082800/;Москва;sale;flat;1;12;2;48.0;9300000;Лианозово;Илимская ;2;Лианозово;
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303641283/;Москва;sale;flat;1;22;1;34.5;9250000;; Анны Ахматовой;11к4;Рассказовка;Городские истории (Рассказовка)
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303485905/;Москва;sale;flat;12;12;1;35.1;9250000;Гольяново;Уральская ;19К1;Щёлковская;
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/304054094/;Москва;sale;flat;1;9;2;44.6;9290000;Люблино;проспект 40 лет Октября;4к1;Люблино;
Аквилон;developer;https://www.cian.ru/sale/flat/304055227/;Москва;sale;flat;2;23;1;40.3;9338397;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/303076500/;Москва;sale;flat;8;8;1;33.2;9349120;; 3-я Нововатутинская;15к2;Кедровая;Новые Ватутинки, мкр. Центральный
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303900312/;Москва;sale;flat;8;17;1;38.1;9399999;Северное Бутово; Грина;9;Бульвар Дмитрия Донского;
Sdelka.Home;real_estate_agent;https://www.cian.ru/sale/flat/303883982/;Москва;sale;flat;2;10;1;37.7;9390000;Косино-Ухтомский; Рудневка;12;Лухмановская;
Sdelka.Home;real_estate_agent;https://www.cian.ru/sale/flat/303884388/;Москва;sale;flat;2;10;1;37.2;9390000;Косино-Ухтомский; Рудневка;12;Лухмановская;
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/302394567/;Москва;sale;flat;7;12;1;33.0;9400000;Алтуфьевский;Алтуфьевское шоссе;58А;Бибирево;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/291725863/;Москва;sale;flat;5;28;1;32.6;9421400;Отрадное;Отрадная ;4А;Отрадное;Малевич
АРТ;real_estate_agent;https://www.cian.ru/sale/flat/300581170/;Москва;sale;flat;5;12;1;36.0;9500000;Царицыно; Медиков;4;Кантемировская;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/301307002/;Москва;sale;flat;2;12;1;34.4;9549000;Марьино;Перервинский бульвар;3;Братиславская;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/301664498/;Москва;sale;flat;2;2;1;12.6;9500000;Даниловский;Холодильный переулок;2;Тульская;
ЛСР;developer;https://www.cian.ru/sale/flat/303798587/;Москва;sale;flat;2;24;1;34.7;9499749;Солнцево;;;Солнцево;Лучи ЖК
А101;developer;https://www.cian.ru/sale/flat/295212647/;Москва;sale;flat;7;18;1;37.0;9535011;;;5.1;Бунинская аллея;Бунинские Кварталы ЖК
ID 89000637;unknown;https://www.cian.ru/sale/flat/302431323/;Москва;sale;flat;1;4;1;47.4;9500000;; Бориса Житкова;5;Крёкшино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303120348/;Москва;sale;flat;4;5;1;30.1;9600000;Перово;1-я Владимирская ;43;Перово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303932119/;Москва;sale;flat;9;12;1;39.1;9600000;Южное Бутово; Адмирала Лазарева;42;Улица Горчакова;
Московский Риэлторский Центр;real_estate_agent;https://www.cian.ru/sale/flat/303926558/;Москва;sale;flat;6;9;1;31.1;9599999;Москворечье-Сабурово;Каширское шоссе;40;Каширская;
ВЫБОР;developer;https://www.cian.ru/sale/flat/300605874/;Москва;sale;flat;12;17;1;40.5;9562050;;;;;Академик
SITRealty;real_estate_agent;https://www.cian.ru/sale/flat/303560811/;Москва;sale;flat;4;7;1;40.0;9650000;; Медовая Долина;2;Санино;Баркли Медовая долина
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/301732160/;Москва;sale;flat;17;17;1;39.5;9700000;;;20;Ольховая;
А101;developer;https://www.cian.ru/sale/flat/291012488/;Москва;sale;flat;8;8;1;35.4;9672625;;;6.1;Улица Горчакова;Бунинские Кварталы ЖК
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/302355752/;Москва;sale;flat;4;22;1;37.9;9800000;Зябликово; Мусы Джалиля;9К1;Шипиловская;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303090015/;Москва;sale;flat;11;24;1;36.0;9900000;Митино;Митинская ;16;Митино;Апарт-отель YE’S
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/298748254/;Москва;sale;flat;3;9;1;38.6;9912480;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/299453449/;Москва;sale;flat;8;9;2;44.0;10000000;Дмитровский;Коровинское шоссе;24К1;Грачёвская;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303997501/;Москва;sale;flat;9;19;1;42.6;10000000;;проезд Чечерский;122к3;Бунинская аллея;Новое Бутово
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303911597/;Москва;sale;flat;16;35;1;31.0;9950000;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Business Leader;real_estate_agent;https://www.cian.ru/sale/flat/302963145/;Москва;sale;flat;4;4;2;71.6;10000000;; Парковая;11к3;Крёкшино;
Анна Макарова;realtor;https://www.cian.ru/sale/flat/303180466/;Москва;sale;flat;2;3;2;45.6;10000000;; Центральная;28;Крёкшино;
RED;real_estate_agent;https://www.cian.ru/sale/flat/301696967/;Москва;sale;flat;9;9;2;45.1;10100000;Выхино-Жулебино;Ферганская ;24;Юго-Восточная;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/303135901/;Москва;sale;flat;23;25;1;27.3;10100000;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/299388175/;Москва;sale;flat;7;9;2;45.5;10197000;Ивановское; Молостовых;11К5;Новогиреево;
Ксения Иванова;realtor;https://www.cian.ru/sale/flat/300609055/;Москва;sale;flat;7;9;2;45.5;10197000;Ивановское; Молостовых;11К5;Новогиреево;
Самолет плюс;real_estate_agent;https://www.cian.ru/sale/flat/303021061/;Москва;sale;flat;2;17;1;37.5;10200000;; Бориса Пастернака;19;Рассказовка;Переделкино Ближнее Город-парк
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/298213552/;Москва;sale;flat;2;17;1;37.3;10200000;Дмитровский;Клязьминская ;5К1;Грачёвская;
ЛэндЛ;real_estate_agent;https://www.cian.ru/sale/flat/303393323/;Москва;sale;flat;2;5;2;43.9;10200000;Измайлово;Никитинская ;1К3;Измайловская;
ID 13524436;unknown;https://www.cian.ru/sale/flat/303693942/;Москва;sale;flat;15;24;1;49.4;10200000;Люблино; Верхние Поля;45К2;Люблино;
3SGroup;developer;https://www.cian.ru/sale/flat/301934994/;Москва;sale;flat;3;17;1;38.8;10186862;;;;Корниловская;FOREVILLE
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297843658/;Москва;sale;flat;14;14;1;37.3;10156790;; 3-я Нововатутинская;;Кедровая;Новые Ватутинки, мкр. Центральный
Андрей Ильинский;realtor;https://www.cian.ru/sale/flat/304021600/;Москва;sale;flat;6;24;2;38.1;10300000;; Бачуринская;13;Коммунарка;
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/303759427/;Москва;sale;flat;8;24;1;34.3;10349000;; Летчика Ульянина;6;Пыхтино;Солнцево парк
Место;real_estate_agent;https://www.cian.ru/sale/flat/301530369/;Москва;sale;flat;12;12;2;44.6;10300000;Северное Измайлово;Щелковское шоссе;96;Щёлковская;
Vysotsky Estate;real_estate_agent;https://www.cian.ru/sale/flat/301359889/;Москва;sale;flat;9;9;2;37.2;10300000;Метрогородок;Открытое шоссе;28К4;Бульвар Рокоссовского;
Омега-Эстейт;real_estate_agent;https://www.cian.ru/sale/flat/303857241/;Москва;sale;flat;8;9;1;32.0;10250000;Ростокино;Ростокинская ;5К1;Ростокино;
Лидия Ортнер;realtor;https://www.cian.ru/sale/flat/295022763/;Москва;sale;flat;7;15;1;43.7;10300000;; Кварцевая;2к3;Прокшино;
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/303068562/;Москва;sale;flat;6;11;2;40.4;10283000;;;;Кедровая;Новые Ватутинки, мкр. Заречный
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/303066279/;Москва;sale;flat;12;14;2;55.5;10338000;;;;Кедровая;Новые Ватутинки, мкр. Заречный
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/302534367/;Москва;sale;flat;6;17;1;38.7;10400000;Москворечье-Сабурово;Кантемировская ;14К2;Кантемировская;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/303663126/;Москва;sale;flat;3;12;1;38.9;10400000;Чертаново Южное;Россошанский проезд;2К2;Улица Академика Янгеля;
Jcat;real_estate_agent;https://www.cian.ru/sale/flat/298250736/;Москва;sale;flat;4;12;2;38.7;10400000;Можайский;Беловежская ;49;Сетунь;
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/sale/flat/299599495/;Москва;sale;flat;2;12;1;31.05;10399999;Чертаново Южное; Академика Янгеля;8;Улица Академика Янгеля;
Benefit Capital;real_estate_agent;https://www.cian.ru/sale/flat/303716881/;Москва;sale;flat;7;10;1;33.3;10390000;;;1.4;Коммунарка;Дзен-кварталы ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303874419/;Москва;sale;flat;12;13;2;44.3;10500000;;проспект Куприна;40к1;Летово;Эко Бунино
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302836719/;Москва;sale;flat;16;31;1;35.8;10500000;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/302854968/;Москва;sale;flat;5;9;2;44.0;10500000;Восточное Дегунино;Дубнинская ;24К5;Дегунино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303871652/;Москва;sale;flat;5;13;1;34.1;10500000;; 1-я Ватутинская;12к2;Коммунарка;Russian Design District
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/302238431/;Москва;sale;flat;5;12;1;35.2;10500000;Кунцево;Молодогвардейская ;38К1;Молодёжная;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/297474140/;Москва;sale;flat;1;4;2;51.0;10500000;; 4-я Лесные поляны;1;Коммунарка;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303921740/;Москва;sale;flat;9;35;1;35.7;10450000;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/289770726/;Москва;sale;flat;12;16;1;34.4;10500000;Кунцево;Кунцевская ;13/6;Рабочий посёлок;
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/297590857/;Москва;sale;flat;2;3;1;42.6;10500000;; Гимнастическая;3;Коммунарка;
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/295873911/;Москва;sale;flat;6;9;1;36.1;10499000;;;8к5;Прокшино;Прокшино ЖК
Первое Федеральное Агентство Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/302195182/;Москва;sale;flat;7;19;2;66.2;10450000;Молжаниновский;Синявинская ;11к3;Подрезково;
Космополис;real_estate_agent;https://www.cian.ru/sale/flat/303513716/;Москва;sale;flat;1;5;2;69.9;10500000;;;;;
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/301917701/;Москва;sale;flat;14;15;2;37.8;10450000;Коньково;Профсоюзная ;73;Беляево;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/291725760/;Москва;sale;flat;7;28;1;34.5;10453500;Отрадное;Отрадная ;4А;Отрадное;Малевич
ID 114612030;homeowner;https://www.cian.ru/sale/flat/299984487/;Москва;sale;flat;9;22;1;33.1;10500000;Москворечье-Сабурово;Пролетарский проспект;3;Кантемировская;
ЛэндЛ;real_estate_agent;https://www.cian.ru/sale/flat/298397251/;Москва;sale;flat;17;17;1;37.0;10550000;; Самуила Маршака;24;Рассказовка;Переделкино Ближнее Город-парк
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/301664507/;Москва;sale;flat;2;2;1;13.6;10550000;Даниловский;Холодильный переулок;2;Тульская;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/304202729/;Москва;sale;flat;5;19;1;35.3;10700000;Солнцево;Производственная ;10к2;Солнцево;Лучи
Самолет плюс;real_estate_agent;https://www.cian.ru/sale/flat/303874995/;Москва;sale;flat;1;9;2;45.0;10699000;Кузьминки;Окская ;4К3;Кузьминки;
МОНОЛИТ;real_estate_agent;https://www.cian.ru/sale/flat/303639596/;Москва;sale;flat;21;24;1;41.7;10700000;Бирюлево Восточное;Загорьевская ;17;Домодедовская;
А101;developer;https://www.cian.ru/sale/flat/296667043/;Москва;sale;flat;14;19;2;37.0;10701584;;;;Бунинская аллея;Бунинские Кварталы ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303071149/;Москва;sale;flat;6;31;1;31.9;10895000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Владис;real_estate_agent;https://www.cian.ru/sale/flat/300211637/;Москва;sale;flat;5;24;1;34.6;10800000;Солнцево;Производственная ;17АС4;Боровское шоссе;Лучи
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304004044/;Москва;sale;flat;3;5;2;42.7;10800000;Соколиная гора;Мироновская ;28;Измайлово;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/299893982/;Москва;sale;flat;2;10;1;31.0;10880000;Раменки;3-й Сетуньский проезд;3;Поклонная;
Елена Некрасова;realtor;https://www.cian.ru/sale/flat/304232588/;Москва;sale;flat;9;9;2;43.0;10800000;Печатники;Шоссейная ;51;Депо;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302997885/;Москва;sale;flat;6;17;1;46.6;10790000;; Александры Монаховой;109к4;Потапово;Бунинский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303853768/;Москва;sale;flat;7;15;1;37.3;10890000;; Василия Ощепкова;2;Коммунарка;Москвичка
ВРЕМЯ РЕШЕНИЙ;real_estate_agent;https://www.cian.ru/sale/flat/303443268/;Москва;sale;flat;11;16;1;38.0;10800000;Солнцево; Богданова;58;Солнцево;
Apsis Globe;developer;https://www.cian.ru/sale/flat/296193001/;Москва;sale;flat;6;9;1;37.04;10800000;Косино-Ухтомский; Николая Старостина;вл14;Реутов;МФК CITIMIX Новокосино
Plus Development;developer;https://www.cian.ru/sale/flat/303784719/;Москва;sale;flat;14;23;2;45.5;10863125;;;;Филатов Луг;Детали ЖК
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/302576142/;Москва;sale;flat;12;14;2;44.6;10990000;Головинский;Флотская ;29К2;Моссельмаш;
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/298111522/;Москва;sale;flat;4;9;1;32.4;10990000;Лефортово;Сторожевая ;18;Лефортово;
АРТ;real_estate_agent;https://www.cian.ru/sale/flat/301648842/;Москва;sale;flat;1;5;2;54.9;10900000;Измайлово;5-я Парковая ;52;Щёлковская;
The Smitt;real_estate_agent;https://www.cian.ru/sale/flat/303025459/;Москва;sale;flat;2;9;1;28.5;10900000;Филевский парк;Кастанаевская ;5;Багратионовская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302889799/;Москва;sale;flat;2;12;1;42.6;11050000;;бульвар Веласкеса;1к1;Филатов Луг;Испанские кварталы
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300920332/;Москва;sale;flat;1;12;1;38.9;11000000;Бабушкинский;Енисейская ;26;Бабушкинская;
Эксклюзив Хоум;real_estate_agent;https://www.cian.ru/sale/flat/303805251/;Москва;sale;flat;9;16;1;34.6;11000000;Южное Медведково;Сухонская ;7;Бабушкинская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303449512/;Москва;sale;flat;11;12;2;47.7;11000000;; Высотная;4а;Щербинка;
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/304047792/;Москва;sale;flat;13;24;1;42.0;11000000;Люблино;Люблинская ;76к4;Перерва;Люблинский парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303291301/;Москва;sale;flat;1;9;2;44.1;11000000;Рязанский;Зеленодольская ;12;Рязанский проспект;
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302837769/;Москва;sale;flat;15;36;1;36.0;11000000;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
БЕСТ на Октябрьской;real_estate_agent;https://www.cian.ru/sale/flat/303822048/;Москва;sale;flat;9;9;1;32.0;11000000;Ясенево; Рокотова;8К2;Ясенево;
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/304059315/;Москва;sale;flat;2;17;1;37.8;11084245;;;к1;Боровское шоссе;Переделкино Ближнее Город-парк
А101;developer;https://www.cian.ru/sale/flat/296666463/;Москва;sale;flat;9;19;2;52.8;11155247;;;;Бунинская аллея;Бунинские Кварталы ЖК
Новое Летово;developer;https://www.cian.ru/sale/flat/296320762/;Москва;sale;flat;2;7;1;39.0;11111100;;;к1;Филатов Луг;Новое Летово ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/301192293/;Москва;sale;flat;14;14;1;34.3;11171510;Молжаниновский;Ленинградское шоссе;228к5;Химки;1-й Ленинградский
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/302195334/;Москва;sale;flat;8;9;1;31.0;11200000;Ясенево;Литовский бульвар;3К2;Ясенево;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/304136585/;Москва;sale;flat;4;14;1;34.9;11200000;Очаково-Матвеевское;Озерная ;31К1;Озёрная;
САМОЛЕТ ПЛЮС;real_estate_agent;https://www.cian.ru/sale/flat/301111058/;Москва;sale;flat;2;15;1;39.0;11200000;;бульвар Веласкеса;7к5;Филатов Луг;Испанские кварталы
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302926074/;Москва;sale;flat;6;15;1;39.0;11200000;;бульвар Скандинавский;8;Потапово;Скандинавия
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/303001803/;Москва;sale;flat;14;20;2;62.0;11300000;Бирюлево Восточное;6-я Радиальная ;7;Царицыно;Царицыно-2
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/303831670/;Москва;sale;flat;1;12;2;37.4;11400000;Красносельский;6-й Красносельский переулок;3;Красносельская;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/304107366/;Москва;sale;flat;2;5;1;32.8;11300000;Богородское;Ивантеевская ;30К2;Бульвар Рокоссовского;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/302803799/;Москва;sale;flat;3;9;2;45.0;11300000;Чертаново Центральное;Чертановская ;29К1;Пражская;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/302218998/;Москва;sale;flat;13;17;2;53.5;11300000;Внуково;Интернациональная ;2;Аэропорт Внуково;
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/303759424/;Москва;sale;flat;12;16;2;52.0;11390000;Бибирево; Лескова;19;Бибирево;
Московский Риэлторский Центр;real_estate_agent;https://www.cian.ru/sale/flat/301961105/;Москва;sale;flat;4;13;1;41.7;11400000;Южное Бутово;проезд Чечерский;56к1;Бунинская аллея;
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/301428099/;Москва;sale;flat;17;17;2;53.8;11400000;; 3-я Нововатутинская;13к1;Ольховая;Новые Ватутинки, мкр. Центральный
ЛэндЛ;real_estate_agent;https://www.cian.ru/sale/flat/299426713/;Москва;sale;flat;11;17;1;37.8;11300000;Солнцево;Солнцевский проспект;19;Солнцево;
МонАрх;developer;https://www.cian.ru/sale/flat/295830911/;Москва;sale;flat;25;30;1;36.8;11400640;Черемушки; Наметкина;10Д;Воронцовская;Комплекс апартаментов AIST RESIDENCE
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/293650834/;Москва;sale;flat;30;30;1;41.9;11354900;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303947499/;Москва;sale;flat;2;12;2;46.0;11500000;Отрадное;Алтуфьевское шоссе;40;Дегунино;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303344053/;Москва;sale;flat;22;23;1;37.8;11500000;Бибирево;Алтуфьевское шоссе;88;Алтуфьево;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303333402/;Москва;sale;flat;8;14;1;38.9;11500000;Текстильщики;Юго-Восточный ао;к3;Текстильщики;
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/303485967/;Москва;sale;flat;4;9;2;45.9;11500000;Бескудниковский;Бескудниковский бульвар;32К1;Яхромская;
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/302865455/;Москва;sale;flat;5;9;1;40.5;11500000;; Василия Аксенова;2;Рассказовка;
Александра Мирошниченко;realtor;https://www.cian.ru/sale/flat/298507029/;Москва;sale;flat;6;9;2;43.1;11500000;Рязанский;1-я Новокузьминская ;9;Рязанский проспект;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303223319/;Москва;sale;flat;4;12;2;45.0;11500000;; Липовый Парк;7;Коммунарка;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301199238/;Москва;sale;flat;4;12;1;45.0;11500000;; Липовый Парк;7;Коммунарка;Москва А101
NEWPOLIS;real_estate_agent;https://www.cian.ru/sale/flat/300992263/;Москва;sale;flat;24;24;1;44.0;11500000;Северное Бутово; Грина;1к8;Бульвар Дмитрия Донского;
Акрополь;real_estate_agent;https://www.cian.ru/sale/flat/296993886/;Москва;sale;flat;6;14;1;35.1;11500000;Левобережный;Прибрежный проезд;10;Беломорская;
Группа Родина;developer;https://www.cian.ru/sale/flat/293200653/;Москва;sale;flat;9;13;1;37.1;11478400;; 1-я Ватутинская;12к2;Ольховая;Russian Design District
ID 590019;unknown;https://www.cian.ru/sale/flat/303618522/;Москва;sale;flat;3;4;1;45.0;11500000;Даниловский;Автозаводская ;23С928;ЗИЛ;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302906415/;Москва;sale;flat;5;5;2;45.0;11600000;Рязанский; Паперника;19;Вешняки;
Концерн Русич;developer;https://www.cian.ru/sale/flat/303339691/;Москва;sale;flat;5;32;2;40.0;11639200;Царицыно;Кавказский бульвар;51;Кантемировская;РУСИЧ-Кантемировский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302332663/;Москва;sale;flat;14;16;2;34.6;11700000;; Лобановский Лес;13;Прокшино;Прокшино
БЕСТ на Октябрьской;real_estate_agent;https://www.cian.ru/sale/flat/303977373/;Москва;sale;flat;8;14;2;60.8;11700000;Южное Бутово; Маршала Савицкого;32к1;Щербинка;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/302856152/;Москва;sale;flat;14;21;1;44.4;11700000;Очаково-Матвеевское;Большая Очаковская ;12к3;Очаково;
Людмила Геберт;realtor;https://www.cian.ru/sale/flat/301602074/;Москва;sale;flat;3;16;1;37.8;11700000;Марьино; Маршала Голованова;20;Марьино;
Эвелина Меняйло;realtor;https://www.cian.ru/sale/flat/303343073/;Москва;sale;flat;3;5;2;43.7;11700000;Щукино;3-й Волоколамский проезд;8К2;Октябрьское поле;
Apsis Globe;developer;https://www.cian.ru/sale/flat/296192809/;Москва;sale;flat;2;9;1;41.96;11750000;Косино-Ухтомский; Николая Старостина;вл14;Реутов;МФК CITIMIX Новокосино
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303251856/;Москва;sale;flat;5;5;2;43.3;11850000;Ивановское;Федеративный проспект;41;Новогиреево;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303365087/;Москва;sale;flat;11;17;1;37.7;11800000;Люблино;Новороссийская ;30К1;Люблино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300327979/;Москва;sale;flat;12;17;2;36.6;11800000;; Лобановский Лес;13;Прокшино;Прокшино
МонАрх;developer;https://www.cian.ru/sale/flat/295830831/;Москва;sale;flat;23;30;1;39.1;11823840;Черемушки; Наметкина;10Д;Воронцовская;Комплекс апартаментов AIST RESIDENCE
Новое Летово;developer;https://www.cian.ru/sale/flat/296320926/;Москва;sale;flat;6;8;1;41.5;11844100;;;;Филатов Луг;Новое Летово ЖК
Кирилл Ибатулин;realtor;https://www.cian.ru/sale/flat/303858550/;Москва;sale;flat;9;12;1;35.2;11800000;Выхино-Жулебино;Ферганская ;14/13;Юго-Восточная;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304249449/;Москва;sale;flat;7;12;1;35.3;11900000;Ивановское; Молостовых;14К5;Новогиреево;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303449049/;Москва;sale;flat;4;9;2;44.4;11900000;Северное Медведково;Полярная ;52К4;Медведково;
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/298966070/;Москва;sale;flat;2;9;2;44.4;11900000;Новогиреево; Алексея Дикого;20;Новогиреево;
МИР-Н;real_estate_agent;https://www.cian.ru/sale/flat/301363091/;Москва;sale;flat;7;9;2;72.3;11900000;; Семена Гордого;3;Крёкшино;Ново-Никольское
Акрополь;real_estate_agent;https://www.cian.ru/sale/flat/303405148/;Москва;sale;flat;7;8;1;36.4;11900000;;бульвар Веласкеса;8;Филатов Луг;Испанские кварталы
Московский Риэлторский Центр;real_estate_agent;https://www.cian.ru/sale/flat/303478933/;Москва;sale;flat;7;12;2;51.8;11999999;Ивановское;Свободный проспект;11К3;Новогиреево;
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/303529695/;Москва;sale;flat;12;24;2;39.3;11900000;; Бачуринская;11Ак2;Коммунарка;
RND;real_estate_agent;https://www.cian.ru/sale/flat/299520860/;Москва;sale;flat;4;18;2;37.2;11990000;МКАД;Калужское шоссе;;Прокшино;Прокшино ЖК
ПАРТНЕР-ХАУС;real_estate_agent;https://www.cian.ru/sale/flat/302076870/;Москва;sale;flat;3;9;2;47.4;11980000;Печатники; Гурьянова;3;Печатники;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303344050/;Москва;sale;flat;3;23;1;37.9;12000000;Бибирево;Алтуфьевское шоссе;88;Алтуфьево;
Владис;real_estate_agent;https://www.cian.ru/sale/flat/303790626/;Москва;sale;flat;3;9;2;44.3;12000000;Марьино;Донецкая ;13;Марьино;
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/300564827/;Москва;sale;flat;13;16;1;35.4;12000000;Донской;Загородное шоссе;3К3;Крымская;
Авеню;real_estate_agent;https://www.cian.ru/sale/flat/300289533/;Москва;sale;flat;16;17;2;51.3;12100000;; Московская;2;Рассказовка;Град Московский
ЮВЕГА-Сити;real_estate_agent;https://www.cian.ru/sale/flat/300670903/;Москва;sale;flat;7;9;1;35.9;12000000;Хорошево-Мневники; Демьяна Бедного;17К3;Народное Ополчение;
ВЫБОР;developer;https://www.cian.ru/sale/flat/300605797/;Москва;sale;flat;2;17;2;55.6;12076320;;;;;Академик
