author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
VOS HOD;developer;https://www.cian.ru/sale/flat/300560410/;Москва;sale;flat;13;17;2;69.0;45408900;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
Dominanta;developer;https://www.cian.ru/sale/flat/300728892/;Москва;sale;flat;39;41;2;65.69;48446375;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
ID 413522;realtor;https://www.cian.ru/sale/flat/304381050/;Москва;sale;flat;8;14;2;100.0;110900000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/299319262/;Москва;sale;flat;5;8;2;122.1;154578600;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
Евгений Блинников;realtor;https://www.cian.ru/sale/flat/304393861/;Москва;sale;flat;1;9;1;22.0;7900000;Даниловский;5-й Рощинский проезд;7/8;Тульская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/299525111/;Москва;sale;flat;2;3;1;44.7;8300000;; Николинские Ключи;30;Крёкшино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301379769/;Москва;sale;flat;16;17;1;30.9;8500000;Бирюлево Восточное;6-я Радиальная ;7;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301379771/;Москва;sale;flat;11;24;1;36.1;9000000;Бирюлево Восточное;6-я Радиальная ;7;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302777120/;Москва;sale;flat;8;9;1;39.7;9000000;Перово;1-я Владимирская ;18К5;Перово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301752285/;Москва;sale;flat;16;17;1;38.3;9000000;Бирюлево Восточное;6-я Радиальная ;вл7к30;Царицыно;Царицыно-2
Мегаполис;real_estate_agent;https://www.cian.ru/sale/flat/303922079/;Москва;sale;flat;6;9;1;21.0;9100000;Бабушкинский;Енисейская ;17К3;Бабушкинская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304286163/;Москва;sale;flat;4;9;1;32.9;9200000;Выхино-Жулебино;Рязанский проспект;93К1;Выхино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301675716/;Москва;sale;flat;4;5;1;30.3;9300000;Богородское;проезд 3-й Подбельского;14К2;Бульвар Рокоссовского;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303817633/;Москва;sale;flat;5;18;1;34.7;9300000;Бирюлево Восточное;6-я Радиальная ;7/6к2;Царицыно;Царицыно-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302287785/;Москва;sale;flat;4;16;1;36.6;9400000;Ярославский;Ярославское шоссе;114К2;ВДНХ;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302173473/;Москва;sale;flat;5;5;1;32.1;9799000;Перово; Металлургов;17;Перово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300009662/;Москва;sale;flat;15;16;1;38.0;9900000;Отрадное;Юрловский проезд;1;Отрадное;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297406819/;Москва;sale;flat;2;15;1;0.3;10000000;Молжаниновский;Ленинградское шоссе;228к3;Молжаниново;1-й Ленинградский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301567601/;Москва;sale;flat;10;14;1;41.0;10150000;Зябликово;Кустанайская ;7К4;Красногвардейская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299115293/;Москва;sale;flat;4;9;2;37.0;10200000;Перово; Металлургов;2;Перово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297406817/;Москва;sale;flat;2;15;1;40.3;10300000;Молжаниновский;Ленинградское шоссе;228к3;Молжаниново;1-й Ленинградский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304380466/;Москва;sale;flat;1;4;1;30.2;10300000;Текстильщики;Саратовская ;12/2;Текстильщики;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299938068/;Москва;sale;flat;14;17;1;37.9;10350000;Братеево; Борисовские Пруды;18К1;Борисово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304380469/;Москва;sale;flat;4;5;1;30.0;10500000;Новогиреево;Свободный проспект;39К2;Новогиреево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303688380/;Москва;sale;flat;1;18;1;44.0;10490000;Гольяново;Камчатская ;4к2;Щёлковская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302855087/;Москва;sale;flat;10;12;1;38.7;10600000;Люблино; Маршала Кожедуба;16К1;Люблино;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/302203185/;Москва;sale;flat;17;19;1;36.2;10600000;Северное Бутово;Феодосийская ;7к1;Бульвар Дмитрия Донского;Гринада
ID 105981726;homeowner;https://www.cian.ru/sale/flat/302409600/;Москва;sale;flat;8;9;1;52.0;10600000;; Семена Гордого;5;Крёкшино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303579738/;Москва;sale;flat;12;16;2;51.0;10650000;Южное Бутово;2-я Мелитопольская ;5К1;Бутово;
Мария Бахарева;realtor;https://www.cian.ru/sale/flat/304011739/;Москва;sale;flat;8;9;1;35.0;10650000;Северное Измайлово;Щелковское шоссе;90;Щёлковская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302799515/;Москва;sale;flat;1;9;2;44.6;10900000;Марьино;Новочеркасский бульвар;1;Курьяново;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303304316/;Москва;sale;flat;1;9;2;47.1;10999000;Выхино-Жулебино; Чугунные Ворота;21К4;Юго-Восточная;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/303861952/;Москва;sale;flat;3;5;1;40.7;10900000;Южное Тушино; Василия Петушкова;20к1;Трикотажная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304132517/;Москва;sale;flat;4;9;1;31.8;10990000;Царицыно; Бехтерева;9К1;Кантемировская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303480515/;Москва;sale;flat;5;17;2;54.0;10900000;Южное Бутово;2-я Мелитопольская ;15;Бутово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302218882/;Москва;sale;flat;4;12;2;45.6;11000000;Выхино-Жулебино; Хлобыстова;16К1;Выхино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304619781/;Москва;sale;flat;6;9;2;45.0;11100000;Ярославский;Федоскинская ;3;Улица Сергея Эйзенштейна;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302503912/;Москва;sale;flat;2;14;1;38.7;11200000;Марьино;Новочеркасский бульвар;36;Марьино;
ДВОКОМ;real_estate_agent;https://www.cian.ru/sale/flat/304049959/;Москва;sale;flat;5;12;2;51.8;11499000;Ярославский; Проходчиков;16;Медведково;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303754904/;Москва;sale;flat;6;9;2;42.2;11900000;Богородское;бульвар Маршала Рокоссовского;32;Бульвар Рокоссовского;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304490630/;Москва;sale;flat;14;22;1;38.3;11990000;Можайский;Беловежская ;37;Сетунь;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304620333/;Москва;sale;flat;10;31;1;39.6;12000000;Марьино;Донецкая ;34к3;Курьяново;Домашний
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301978068/;Москва;sale;flat;10;19;1;44.4;12500000;Очаково-Матвеевское;Большая Очаковская ;12к3;Очаково;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301267140/;Москва;sale;flat;3;5;2;43.0;12500000;Кузьминки;Волгоградский проспект;129;Кузьминки;
ID 11038324;homeowner;https://www.cian.ru/sale/flat/303545628/;Москва;sale;flat;1;12;1;40.0;12500000;Бибирево;Мурановская ;21А;Алтуфьево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297908781/;Москва;sale;flat;2;10;1;35.5;12855000;Академический; Шверника;7;Академическая;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304497551/;Москва;sale;flat;4;16;2;52.0;13200000;Люблино;Краснодонская ;10;Волжская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/297533584/;Москва;sale;flat;13;17;2;53.8;13349999;Царицыно; Бехтерева;47К2;Царицыно;
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/304173485/;Москва;sale;flat;6;14;2;38.0;13500000;Вешняки;Кетчерская ;2К4;Новогиреево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304085937/;Москва;sale;flat;16;17;1;38.0;13500000;Марьино; Маршала Голованова;1;Марьино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302954065/;Москва;sale;flat;12;30;1;36.7;13600000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303734425/;Москва;sale;flat;4;12;2;44.9;13700000;Можайский;Гродненская ;4К2;Кунцевская;
ID 78294505;homeowner;https://www.cian.ru/sale/flat/302074602/;Москва;sale;flat;7;14;2;39.0;13700000;Выхино-Жулебино;Ташкентская ;4К1;Юго-Восточная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304185928/;Москва;sale;flat;2;9;2;37.0;13990000;Царицыно; Бехтерева;11К2;Кантемировская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304189626/;Москва;sale;flat;8;12;1;39.0;13990000;Свиблово; Амундсена;5;Свиблово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301804694/;Москва;sale;flat;13;13;1;42.3;14399999;Коньково; Введенского;5;Беляево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301853939/;Москва;sale;flat;7;12;2;53.9;14300000;Зябликово; Мусы Джалиля;14К1;Шипиловская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300386282/;Москва;sale;flat;1;9;2;42.3;14400000;Очаково-Матвеевское;Матвеевская ;42К1;Давыдково;
Мария Бахарева;realtor;https://www.cian.ru/sale/flat/304324057/;Москва;sale;flat;6;9;2;40.0;14900000;Южнопортовый; Трофимова;19К1;Кожуховская;
Екатерина Минибаева;realtor;https://www.cian.ru/sale/flat/303999228/;Москва;sale;flat;4;9;2;43.0;14800000;Ясенево;Литовский бульвар;11К5;Ясенево;
Юлия Колесниченко;realtor;https://www.cian.ru/sale/flat/304645924/;Москва;sale;flat;5;9;2;43.5;14990000;Восточное Дегунино;Дубнинская ;6К1;Дегунино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302515492/;Москва;sale;flat;4;5;2;55.5;14950000;Соколиная гора; Бориса Жигуленкова;19;Соколиная гора;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304322350/;Москва;sale;flat;18;23;1;42.1;15000000;Рязанский;Окская ;1К1;Кузьминки;
Офис Гид;real_estate_agent;https://www.cian.ru/sale/flat/304522700/;Москва;sale;flat;17;22;2;57.3;15150000;Ясенево;Литовский бульвар;1;Ясенево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302799503/;Москва;sale;flat;21;21;1;39.8;15100000;Новогиреево;Свободный проспект;25/27;Новогиреево;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303305372/;Москва;sale;flat;4;9;2;38.0;15300000;Покровское-Стрешнево;Волоколамское шоссе;49;Щукинская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303018550/;Москва;sale;flat;14;25;2;40.9;15350000;Марьино;Донецкая ;30к2;Курьяново;Домашний
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303027811/;Москва;sale;flat;8;9;2;37.1;15700000;Раменки;Мосфильмовская ;22;Поклонная;
ID 73628956;homeowner;https://www.cian.ru/sale/flat/304395808/;Москва;sale;flat;11;12;2;44.5;15650000;Можайский; Гришина;9;Рабочий посёлок;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302292581/;Москва;sale;flat;3;12;1;38.9;15900000;Хорошевский; Острякова;9;Аэропорт;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303196152/;Москва;sale;flat;2;12;2;52.2;16200000;Чертаново Южное;Чертановская ;60К1;Улица Академика Янгеля;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302070180/;Москва;sale;flat;15;15;1;33.4;16800000;Покровское-Стрешнево;бульвар Небесный;1к1;Спартак;ÁLIA
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304498855/;Москва;sale;flat;15;17;2;52.0;16700000;Марьино; Маршала Голованова;7;Марьино;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303117069/;Москва;sale;flat;13;16;2;54.0;16740000;Крылатское; Крылатские Холмы;30К3;Крылатское;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/302515448/;Москва;sale;flat;16;32;2;46.0;16850000;Марьино;Донецкая ;30к1;Курьяново;Домашний
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299938064/;Москва;sale;flat;14;14;2;55.6;16700000;Кузьминки; Юных Ленинцев;57К1;Кузьминки;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304251061/;Москва;sale;flat;4;19;1;41.0;17000000;Покровское-Стрешнево;Волоколамское шоссе;95/2;Трикотажная;City Bay
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303820019/;Москва;sale;flat;20;22;2;59.2;17499999;Обручевский; Обручева;19К3;Калужская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302919800/;Москва;sale;flat;7;14;2;53.0;17490000;Обручевский; Новаторов;40А;Новаторская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304135680/;Москва;sale;flat;7;25;1;35.48;17750000;Марфино; Академика Королева;21;Останкино;Дом Достижение
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302751658/;Москва;sale;flat;5;7;1;52.7;17900000;Басманный;Нижняя Красносельская ;35С2;Бауманская;Kleinhouse
FORMA;developer;https://www.cian.ru/sale/flat/298006529/;Москва;sale;flat;7;30;2;36.6;18310980;Щукино;проезд 4-й Красногорский;3;Стрешнево;Moments
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303298256/;Москва;sale;flat;32;33;2;58.0;18499000;Западное Дегунино; Летчика Осканова;6;Верхние Лихоборы;Тринити-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303770518/;Москва;sale;flat;4;9;1;36.0;18500000;Хамовники;Комсомольский проспект;25К3;Фрунзенская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303032167/;Москва;sale;flat;11;12;2;0.9;18900000;Фили-Давыдково;Инициативная ;7К2;Давыдково;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303480513/;Москва;sale;flat;35;35;1;47.0;19000000;Левобережный;Фестивальная ;29;Речной вокзал;Фестиваль парк-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303480512/;Москва;sale;flat;35;35;1;47.0;19000000;Левобережный;Фестивальная ;29;Речной вокзал;Фестиваль парк-2
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304027788/;Москва;sale;flat;4;5;2;41.0;19500000;Мещанский;Трифоновская ;55;Рижская;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301809453/;Москва;sale;flat;2;20;2;43.09;19600000;Даниловский;Автозаводская ;26;Тульская;FORST
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303444710/;Москва;sale;flat;3;5;2;34.0;19900000;Басманный; Казакова;3С4;Курская;
Центральный Департамент Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/298526069/;Москва;sale;flat;6;36;1;34.0;20000000;Хорошево-Мневники;Шелепихинская набережная;40к1;;Sydney City
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299432509/;Москва;sale;flat;4;6;2;78.4;20500000;Измайлово;Измайловский бульвар;38;Первомайская;
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/304704913/;Москва;sale;flat;6;9;2;43.0;20990000;Хорошевский;Ленинградский проспект;43К1;Аэропорт;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304528440/;Москва;sale;flat;1;13;2;50.5;21000000;Гагаринский;проспект 60-летия Октября;5К2;Ленинский проспект;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304198938/;Москва;sale;flat;20;21;2;51.6;21600000;Коньково; Бутлерова;7Б;Калужская;Букинист
Юлия Колесниченко;realtor;https://www.cian.ru/sale/flat/304553813/;Москва;sale;flat;20;27;2;38.0;21490000;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская;Вестердам
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/296437093/;Москва;sale;flat;1;5;2;55.1;21900000;Южное Тушино;проезд Досфлота;12;Сходненская;Досфлота, 10
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292676773/;Москва;sale;flat;3;13;2;32.8;22700000;Даниловский;Подольское шоссе;3;Тульская;Logos
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/303200742/;Москва;sale;flat;2;24;2;70.4;22800000;Северное Тушино; Вилиса Лациса;1;Планерная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303923705/;Москва;sale;flat;2;15;2;69.6;23000000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/295719676/;Москва;sale;flat;7;8;2;69.0;23490000;Ломоносовский;Ленинский проспект;83;Университет;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303444709/;Москва;sale;flat;3;9;2;44.0;23750000;Хамовники; Хамовнический Вал;8;Спортивная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304389121/;Москва;sale;flat;2;12;2;56.3;24000000;Аэропорт; Усиевича;29К2;Сокол;
Дарья Смирнова;realtor;https://www.cian.ru/sale/flat/300305357/;Москва;sale;flat;13;26;2;43.0;24300000;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304647079/;Москва;sale;flat;35;41;1;42.1;24500000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302233148/;Москва;sale;flat;10;27;1;60.3;24490000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304291183/;Москва;sale;flat;13;17;2;49.2;24600000;Хорошево-Мневники;Карамышевская набережная;4к1;Народное Ополчение;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/295529312/;Москва;sale;flat;4;5;1;27.0;24700000;Тверской; Петровка;26С3;Пушкинская;La Rue
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/299370205/;Москва;sale;flat;2;17;2;65.0;24990000;Раменки;Мичуринский проспект;9К3;Раменки;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304347794/;Москва;sale;flat;22;37;2;46.4;24990000;Войковский;Головинское шоссе;10Б;Водный стадион;Маяковский
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303685042/;Москва;sale;flat;13;26;2;60.5;25450000;Кунцево; Академика Павлова;40;Молодёжная;Академика Павлова
Stenoy;developer;https://www.cian.ru/sale/flat/300878783/;Москва;sale;flat;2;12;2;60.1;25773224;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304485900/;Москва;sale;flat;6;27;2;65.7;25990000;Нагорный;Электролитный проезд;7;Нагорная;TopHills
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/301322086/;Москва;sale;flat;12;28;2;49.6;26000000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
Dominanta;developer;https://www.cian.ru/sale/flat/300728789/;Москва;sale;flat;12;41;1;36.52;26440480;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
AR Realty - Real Estate Agency;real_estate_agent;https://www.cian.ru/sale/flat/300509238/;Москва;sale;flat;17;27;2;56.0;26500000;Хорошевский; Зорге;9к2;Полежаевская;Рихард
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/300858461/;Москва;sale;flat;13;17;2;45.0;27200000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303589204/;Москва;sale;flat;11;32;2;60.0;28000000;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304197693/;Москва;sale;flat;4;7;2;53.5;28000000;Басманный;Большая Почтовая ;16;Бауманская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292676770/;Москва;sale;flat;3;13;2;41.1;28200000;Даниловский;Подольское шоссе;3;Тульская;Logos
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380338/;Москва;sale;flat;15;19;2;65.8;28359800;Щукино; Ротмистрова;2;Октябрьское поле;Театральный квартал
SPENСER ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/304618327/;Москва;sale;flat;6;11;2;54.2;29990000;Дорогомилово;Кутузовский проспект;4/2;Киевская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304380459/;Москва;sale;flat;4;13;2;52.0;29850000;Покровское-Стрешнево;Волоколамское шоссе;71/13к1;Спартак;Holland park
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304683837/;Москва;sale;flat;8;11;2;52.0;29950000;Гагаринский;Университетский проспект;9;Университет;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/289970462/;Москва;sale;flat;7;15;2;63.3;30000000;Останкинский;проспект Мира;95;Алексеевская;Hill8
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303881271/;Москва;sale;flat;9;17;2;66.4;31000000;Богородское;Краснобогатырская ;38к3;Преображенская площадь;Большая семерка
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576274/;Москва;sale;flat;19;22;2;42.5;32355717;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Stenoy;developer;https://www.cian.ru/sale/flat/300879222/;Москва;sale;flat;10;12;2;55.0;32617585;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302725122/;Москва;sale;flat;24;29;2;68.1;32800000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302725121/;Москва;sale;flat;23;29;2;68.1;32800000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299460217/;Москва;sale;flat;12;14;2;49.2;32900000;Раменки;проспект Генерала Дорохова;39к1;Минская;Собрание клубных домов West Garden
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303871654/;Москва;sale;flat;12;14;2;49.2;32900000;Раменки;проспект Генерала Дорохова;39к1А;Минская;Собрание клубных домов West Garden
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303736319/;Москва;sale;flat;6;6;2;46.9;33900000;Арбат; Арбат;49;Смоленская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/279147876/;Москва;sale;flat;12;21;2;47.0;35250000;Таганский; Земляной Вал;;Чкаловская;Дом Chkalov
Stenoy;developer;https://www.cian.ru/sale/flat/300879033/;Москва;sale;flat;4;12;2;68.0;35687284;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
MOSCOW CITY LAB;real_estate_agent;https://www.cian.ru/sale/flat/304640192/;Москва;sale;flat;59;78;1;55.0;36000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303589205/;Москва;sale;flat;25;32;2;70.2;36800000;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/304343993/;Москва;sale;flat;1;16;2;65.0;38000000;Алексеевский;Маломосковская ;14;ВДНХ;1147
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304696164/;Москва;sale;flat;39;41;2;56.9;39500000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/298723575/;Москва;sale;flat;4;6;2;68.0;39500000;Пресненский;Шмитовский проезд;39к8;Шелепиха;Headliner
Dominanta;developer;https://www.cian.ru/sale/flat/300728744/;Москва;sale;flat;5;41;1;59.59;39537965;Раменки;1-й Сетуньский проезд;вл10;Кутузовская;Hide
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/302653923/;Москва;sale;flat;8;40;2;55.0;43000000;Щукино;Авиационная ;77к2;Щукинская;Алые Паруса
Александр Смирнов;realtor;https://www.cian.ru/sale/flat/300445049/;Москва;sale;flat;16;40;2;72.0;47500000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302627994/;Москва;sale;flat;16;23;2;83.9;47900000;Можайский;Гжатская ;5к4;Давыдково;LIFE-Кутузовский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303688290/;Москва;sale;flat;9;20;2;66.0;57000000;Пресненский;Мантулинская ;9к4;Москва-Сити;City Park
SevenHillsRealty;real_estate_agent;https://www.cian.ru/sale/flat/302540051/;Москва;sale;flat;30;40;2;72.0;59000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292945725/;Москва;sale;flat;2;11;1;49.3;60000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302860798/;Москва;sale;flat;5;19;2;100.0;75000000;Раменки;Ломоносовский проспект;25к2;Университет;Dominion
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304513569/;Москва;sale;flat;7;8;2;55.2;78000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/284054915/;Москва;sale;flat;3;12;2;66.0;82000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/283680381/;Москва;sale;flat;4;7;2;65.0;84295391;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293809448/;Москва;sale;flat;11;20;2;96.9;87500000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303577147/;Москва;sale;flat;4;6;2;75.1;90000000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Анастасия Журкевич;realtor;https://www.cian.ru/sale/flat/295350545/;Москва;sale;flat;5;8;2;91.0;125472060;Пресненский;Малый Козихинский переулок;7;Пушкинская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300610097/;Москва;sale;flat;12;20;2;103.0;128000000;Пресненский;Мантулинская ;9к6;Москва-Сити;City Park
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304104195/;Москва;sale;flat;14;21;1;144.0;170000000;Пресненский; Сергея Макеева;9;Улица 1905 года;RedSide
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/291004202/;Москва;sale;flat;3;9;2;148.5;230000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
